Tue Sep  2 22:36:07 2025,74.5,72
Tue Sep  2 22:36:09 2025,74.5,72
Tue Sep  2 22:36:11 2025,74.5,72
Tue Sep  2 22:36:13 2025,74.5,72
Tue Sep  2 22:36:16 2025,74.5,72
Tue Sep  2 22:36:18 2025,74.5,72
Tue Sep  2 22:36:20 2025,74.5,72
Tue Sep  2 22:36:22 2025,74.5,72
Tue Sep  2 22:36:24 2025,74.5,72
Tue Sep  2 22:36:26 2025,74.5,72
Tue Sep  2 22:36:28 2025,74.5,72
Tue Sep  2 22:36:30 2025,74.5,72
Tue Sep  2 22:36:32 2025,74.5,72
Tue Sep  2 22:36:34 2025,74.5,72
Tue Sep  2 22:36:41 2025,74.5,72
Tue Sep  2 22:36:44 2025,74.5,72
Tue Sep  2 22:37:01 2025,74.5,72
Tue Sep  2 22:37:03 2025,74.5,72
Tue Sep  2 22:37:05 2025,74.5,72
Tue Sep  2 22:37:07 2025,74.5,72
Tue Sep  2 22:37:09 2025,74.5,72
Tue Sep  2 22:37:11 2025,74.5,72
Tue Sep  2 22:37:13 2025,74.5,72
Tue Sep  2 22:37:15 2025,74.5,72
Tue Sep  2 22:37:17 2025,74.5,72
Tue Sep  2 22:37:19 2025,74.5,72
Tue Sep  2 22:37:21 2025,74.5,72
Tue Sep  2 22:37:23 2025,74.5,72
Tue Sep  2 22:37:25 2025,74.5,72
Tue Sep  2 22:37:27 2025,74.5,72
Tue Sep  2 22:37:30 2025,74.5,72
Tue Sep  2 23:00:01 2025,73.0,79
Tue Sep  2 23:00:03 2025,73.0,79
Tue Sep  2 23:00:05 2025,73.0,79
Tue Sep  2 23:00:07 2025,73.0,79
Tue Sep  2 23:00:09 2025,73.0,79
Tue Sep  2 23:00:11 2025,73.0,79
Tue Sep  2 23:00:13 2025,73.0,79
Tue Sep  2 23:00:15 2025,73.0,79
Tue Sep  2 23:00:17 2025,73.0,79
Tue Sep  2 23:00:19 2025,73.0,79
Tue Sep  2 23:00:21 2025,73.0,79
Tue Sep  2 23:00:23 2025,73.0,79
Tue Sep  2 23:00:25 2025,73.0,79
Tue Sep  2 23:00:27 2025,73.0,79
Tue Sep  2 23:00:29 2025,73.0,79
Tue Sep  2 23:30:02 2025,72.0,82
Tue Sep  2 23:30:04 2025,72.0,82
Tue Sep  2 23:30:06 2025,72.0,82
Tue Sep  2 23:30:08 2025,72.0,82
Tue Sep  2 23:30:10 2025,72.0,82
Tue Sep  2 23:30:12 2025,72.0,82
Tue Sep  2 23:30:14 2025,72.0,82
Tue Sep  2 23:30:16 2025,72.0,82
Tue Sep  2 23:30:18 2025,72.0,82
Tue Sep  2 23:30:20 2025,72.0,82
Tue Sep  2 23:30:22 2025,72.0,82
Tue Sep  2 23:30:24 2025,72.0,82
Tue Sep  2 23:30:26 2025,72.0,82
Tue Sep  2 23:30:28 2025,72.0,82
Tue Sep  2 23:30:30 2025,72.0,82
Wed Sep  3 00:00:01 2025,72.0,82
Wed Sep  3 00:00:03 2025,72.0,82
Wed Sep  3 00:00:05 2025,72.0,82
Wed Sep  3 00:00:07 2025,72.0,82
Wed Sep  3 00:00:09 2025,72.0,82
Wed Sep  3 00:00:11 2025,72.0,82
Wed Sep  3 00:00:13 2025,72.0,82
Wed Sep  3 00:00:15 2025,72.0,82
Wed Sep  3 00:00:17 2025,72.0,82
Wed Sep  3 00:00:19 2025,72.0,82
Wed Sep  3 00:00:21 2025,72.0,82
Wed Sep  3 00:00:23 2025,72.0,82
Wed Sep  3 00:00:25 2025,72.0,82
Wed Sep  3 00:00:28 2025,72.0,82
Wed Sep  3 00:00:30 2025,72.0,82
Wed Sep  3 00:30:01 2025,71.1,84
Wed Sep  3 00:30:03 2025,71.1,84
Wed Sep  3 00:30:05 2025,71.1,84
Wed Sep  3 00:30:07 2025,71.1,84
Wed Sep  3 00:30:09 2025,71.1,84
Wed Sep  3 00:30:11 2025,71.1,84
Wed Sep  3 00:30:13 2025,71.1,84
Wed Sep  3 00:30:15 2025,71.1,84
Wed Sep  3 00:30:17 2025,71.1,84
Wed Sep  3 00:30:19 2025,71.1,84
Wed Sep  3 00:30:21 2025,71.1,84
Wed Sep  3 00:30:23 2025,71.1,84
Wed Sep  3 00:30:25 2025,71.1,84
Wed Sep  3 00:30:27 2025,71.1,84
Wed Sep  3 00:30:29 2025,71.1,84
Wed Sep  3 01:00:09 2025,71.1,84
Wed Sep  3 01:00:11 2025,71.1,84
Wed Sep  3 01:00:13 2025,71.1,84
Wed Sep  3 01:00:15 2025,71.1,84
Wed Sep  3 01:00:17 2025,71.1,84
Wed Sep  3 01:00:19 2025,71.1,84
Wed Sep  3 01:00:21 2025,71.1,84
Wed Sep  3 01:00:23 2025,71.1,84
Wed Sep  3 01:00:25 2025,71.1,84
Wed Sep  3 01:00:27 2025,71.1,84
Wed Sep  3 01:00:29 2025,71.1,84
Wed Sep  3 01:00:31 2025,71.1,84
Wed Sep  3 01:00:33 2025,71.1,84
Wed Sep  3 01:00:35 2025,71.1,84
Wed Sep  3 01:30:01 2025,71.1,84
Wed Sep  3 01:30:03 2025,71.1,84
Wed Sep  3 01:30:05 2025,71.1,84
Wed Sep  3 01:30:07 2025,71.1,84
Wed Sep  3 01:30:09 2025,71.1,84
Wed Sep  3 01:30:11 2025,71.1,84
Wed Sep  3 01:30:13 2025,71.1,84
Wed Sep  3 01:30:15 2025,71.1,84
Wed Sep  3 01:30:18 2025,71.1,84
